"Year","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"2015","Karl Alzner","WSH","D","82","1.5666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Justin Falk","CBJ, MIN","D","18","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"2015","TJ Galiardi","WPG","L","38","3.3333333333333","0","0","0","0","0","-","1","0.00","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Keith Aulie","EDM","D","31","1.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","5","1","0","1","0","1","0","0","0","0","0","0","0","-"
"2015","Anthony Peluso","WPG","R","49","2.3166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","25","3","0","1","2","0","0","0","0","1","0","0","1","0.00"
"2015","Thomas Hickey","NYI","D","81","19.666666666667","0","0","0","0","0","-","2","0.00","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","-"
"2015","Brad Malone","CAR","C","65","7","0","0","0","0","0","-","1","0.00","1","1","1","1","0","0","12","3","1","2","0","0","1","0","0","0","0","0","1","0.00"
"2015","Matt Halischuk","WPG","R","47","5.6666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Corey Tropp","CBJ","R","61","1.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","5","1","0","1","0","2","0","0","0","0","0","0","0","-"
"2015","Brett Bellemore","CAR","D","49","2.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Robert Bortuzzo","PIT, STL","D","51","7.5833333333333","0","0","0","0","0","-","2","0.00","3","3","1","0","0","0","21","6","3","3","0","2","0","0","0","0","0","0","0","-"
"2015","Jonathon Blum","MIN","D","4","0.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Joakim Andersson","DET","C","68","7","0","0","0","0","0","-","2","0.00","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","1","0","2","2","50.00"
"2015","Matt Frattin","TOR","R","9","0.18333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"2015","Zack Smith","OTT","C","37","7.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","8","4","4","0","0","0","0","0","0","1","0","3","6","33.33"
"2015","Jay Beagle","WSH","C","62","1.8333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","33.33"
"2015","Michael Kostka","NYR","D","7","0.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Bryan Lerg","S.J","C","2","2.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"2015","Jack Hillen","CAR, WSH","D","38","1.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Luke Schenn","PHI","D","58","4.5","0","0","0","0","0","-","0","-","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Zach Boychuk","CAR","L","31","8.8","0","0","0","0","0","0.00","0","-","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"2015","Luca Sbisa","VAN","D","76","8.1666666666667","0","0","0","0","0","0.00","0","-","1","1","0","0","0","0","7","2","1","1","0","1","0","0","1","0","0","0","0","-"
"2015","Cody Goloubef","CBJ","D","36","1.8833333333333","0","0","0","0","0","-","1","0.00","1","1","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"2015","Eric O'Dell","WPG","C","11","1.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Colby Robak","ANA, FLA","D","12","0.81666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Zac Dalpe","BUF","C","21","0.46666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Andrew Campbell","ARI","D","33","0.26666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Brandon McMillan","ARI, VAN","L","58","2.2166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","0","0","0","-"
"2015","Matt Donovan","NYI","D","12","13.383333333333","0","0","0","0","0","-","3","0.00","7","5","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"2015","David Warsofsky","BOS","D","4","7.8166666666667","0","0","0","0","0","-","2","0.00","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Dale Weise","MTL","R","79","7.65","0","0","0","0","0","-","1","0.00","1","1","1","1","0","0","9","3","2","1","0","0","0","0","0","0","0","0","1","0.00"
"2015","Matt Calvert","CBJ","L","56","48.85","0","0","0","0","0","0.00","6","0.00","11","8","9","5","0","0","10","2","0","2","0","0","3","0","1","2","0","2","0","100.00"
"2015","Greg Pateryn","MTL","D","17","1.6333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"2015","Mark Borowiecki","OTT","D","63","1.8666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","20","4","0","4","0","2","0","0","0","0","0","0","0","-"
"2015","Matt Martin","NYI","L","78","12.2","0","0","0","0","0","0.00","2","0.00","2","2","2","1","0","0","19","4","2","1","1","0","0","0","1","1","0","0","0","-"
"2015","Mark Barberio","T.B","D","52","3.3333333333333","0","0","0","0","0","-","0","-","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"2015","Luke Witkowski","T.B","D","16","0.13333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Ben Smith","CHI, S.J","R","80","11.233333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","1","5","16.67"
"2015","Zac Rinaldo","PHI","C","58","4.25","0","0","0","0","0","-","2","0.00","2","2","1","0","0","0","20","7","5","2","0","2","0","0","0","0","0","0","0","-"
"2015","Sean Collins","CBJ","C","8","0.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Andrew MacWilliam","TOR","D","12","0.18333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"2015","Matt Bartkowski","BOS","D","47","3.6333333333333","0","0","0","0","0","-","1","0.00","1","1","1","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"2015","Dalton Prout","CBJ","D","63","2.5833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","26","7","3","4","0","1","0","0","0","0","0","0","0","-"
"2015","Zach Sill","PIT, TOR","C","63","3.0666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","35","7","0","7","0","3","0","0","1","0","0","1","1","50.00"
"2015","Jordan Schroeder","MIN","C","25","0.16666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Jordan Caron","BOS, COL","R","30","0.98333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"2015","Landon Ferraro","DET","C","3","0.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Kyle Clifford","L.A","L","80","7.35","0","0","0","0","0","-","2","0.00","2","2","2","2","0","1","10","2","0","2","0","0","0","0","0","2","0","0","0","-"
"2015","Chris Brown","WSH","R","5","0.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Jared Cowen","OTT","D","54","5.6833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"2015","Calvin de Haan","NYI","D","65","11.866666666667","0","0","0","0","0","0.00","0","-","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"2015","Stefan Elliott","COL","D","5","7.4166666666667","0","0","0","0","0","-","4","0.00","8","5","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Brian Dumoulin","PIT","D","8","2.2666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Drew Shore","CGY","C","11","3.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"2015","Jeremy Morin","CBJ, CHI","L","43","10.133333333333","0","0","0","0","0","-","3","0.00","3","3","3","2","0","0","0","0","0","0","0","4","0","0","1","1","0","1","0","100.00"
"2015","Jordan Szwarz","ARI","R","9","0.23333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Nicolas Deslauriers","BUF","L","82","9.85","0","0","0","0","0","0.00","0","-","1","0","0","0","0","0","7","2","1","1","0","1","0","0","0","0","0","0","0","-"
"2015","Michael Latta","WSH","C","53","1.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","30","6","0","6","0","1","0","0","0","0","0","2","2","50.00"
"2015","Garrett Wilson","FLA","L","2","0.36666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Tomas Vincour","COL","C","7","0.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Gabriel Bourque","NSH","L","69","19.616666666667","0","0","0","0","0","-","2","0.00","5","5","5","4","0","0","2","1","1","0","0","0","3","0","1","0","0","0","0","-"
"2015","Seth Helgeson","N.J","D","22","0.13333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","7","2","1","1","0","0","0","0","0","0","0","0","0","-"
"2015","Ben Chiarot","WPG","D","40","2.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"2015","Rasmus Rissanen","CAR","D","6","0.23333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Brandon Kozun","TOR","R","20","0.71666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Jerry D'Amigo","BUF","R","9","0.26666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Curtis McKenzie","DAL","L","36","1.7666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","12","3","1","2","0","0","0","0","0","0","0","0","0","-"
"2015","Phil Varone","BUF","C","28","21.1","0","0","0","0","0","-","1","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","3","7","30.00"
"2015","Marcus Kruger","CHI","C","81","2.0333333333333","0","0","0","0","0","-","0","-","1","1","1","1","0","0","4","2","2","0","0","0","0","0","0","0","0","1","2","33.33"
"2015","Jordan Nolan","L.A","C","60","3.9833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","21","5","3","1","1","1","0","0","1","0","0","0","1","0.00"
"2015","Craig Cunningham","ARI, BOS","L","51","2.9166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","50.00"
"2015","Brandon Manning","PHI","D","11","2.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"2015","Brenden Dillon","DAL, S.J","D","80","9.7333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","7","2","1","1","0","0","0","0","0","1","0","0","0","-"
"2015","Radko Gudas","T.B","D","31","2.8333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","6","3","3","0","0","0","0","0","0","0","0","0","0","-"
"2015","Ryan Stanton","VAN","D","54","2.5","0","0","0","0","0","-","1","0.00","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"2015","Nate Prosser","MIN","D","63","2.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"2015","Brandon Bollig","CGY","L","62","3.7166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","17","4","1","3","0","0","0","0","0","1","0","0","0","-"
"2015","Calle Jarnkrok","NSH","C","74","15.233333333333","0","0","0","0","0","0.00","1","0.00","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","9","9","50.00"
"2015","Martin Marincin","EDM","D","41","4.9166666666667","0","0","0","0","0","-","2","0.00","4","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Danny Biega","CAR","D","10","0.31666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Curtis Hamilton","EDM","L","1","0.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Greg McKegg","TOR","C","3","0.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"2015","Michael Bournival","MTL","L","29","1.2666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"2015","Patrik Nemeth","DAL","D","22","1.7333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"2015","Christian Thomas","MTL","L","18","2.9","0","0","0","0","0","-","0","-","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"2015","Tyler Pitlick","EDM","C, R","17","3.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","66.67"
"2015","Alex Petrovic","FLA","D","33","6.0333333333333","0","0","0","0","0","-","1","0.00","3","1","0","0","0","0","7","2","1","1","0","0","0","0","0","0","0","0","0","-"
"2015","Beau Bennett","PIT","R","49","36.8","0","0","0","0","0","-","9","0.00","15","11","10","3","0","0","0","0","0","0","0","0","2","0","1","7","0","0","0","-"
"2015","Joey Hishon","COL","C","13","12.583333333333","0","0","0","0","0","0.00","1","0.00","3","2","2","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","-"
"2015","Emerson Etem","ANA","L, R","45","12.316666666667","0","0","0","0","0","-","0","-","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"2015","Petter Granberg","TOR","D","7","0.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Tye McGinn","ARI, S.J","L","51","4.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","11","4","3","1","0","0","0","0","0","0","0","0","0","-"
"2015","Mark Pysyk","BUF","D","7","2.7333333333333","0","0","0","0","0","-","0","-","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Joakim Nordstrom","CHI","L","38","1.2166666666667","0","0","0","0","0","-","0","-","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"2015","Michael Chaput","CBJ","C","33","2.4","0","0","0","0","0","-","1","0.00","1","1","1","1","0","1","4","2","2","0","0","0","0","0","1","0","0","1","1","50.00"
"2015","Bryan Rust","PIT","R","14","5.9833333333333","0","0","0","0","0","0.00","2","0.00","2","2","0","0","0","0","2","1","1","0","0","1","1","0","0","0","0","0","0","-"
"2015","Stanislav Galiev","WSH","R","2","0.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Justin Shugg","CAR","R","3","0.11666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Anthony Bitetto","NSH","D","7","0.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","5","1","0","1","0","1","0","0","0","0","0","0","0","-"
"2015","Brandon Davidson","EDM","D","12","0.48333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Freddie Hamilton","COL, S.J","C","18","2.75","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","33.33"
"2015","Zach Trotman","BOS","D","27","19.183333333333","0","0","0","0","0","0.00","2","0.00","15","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Jason Akeson","PHI","R","13","2.95","0","0","0","0","0","-","0","-","0","0","0","0","0","0","2","1","1","0","0","0","1","0","0","0","0","0","0","-"
"2015","Michael Sgarbossa","COL","C","3","0.56666666666667","0","0","0","0","0","-","0","-","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Brendan Shinnimin","ARI","C","12","1.3333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"2015","Ryan Garbutt","DAL","C","67","7.4666666666667","0","0","0","0","0","-","1","0.00","1","1","1","1","0","0","11","4","3","1","0","0","0","0","0","1","0","0","1","0.00"
"2015","Kael Mouillierat","NYI","L","6","0.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Will Acton","EDM","C","3","0.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Kevan Miller","BOS","D","41","0.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Cory Conacher","NYI","C","15","12.433333333333","0","0","0","0","0","-","1","0.00","1","1","1","1","0","0","2","1","1","0","0","0","0","0","1","1","0","0","0","-"
"2015","Mike Sislo","N.J","R","10","0.13333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Jyrki Jokipakka","DAL","D","51","2.9666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Alexey Marchenko","DET","D","13","1.5166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Frank Corrado","VAN","D","10","3.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Josh Manson","ANA","D","28","1.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","7","2","1","1","0","0","0","0","0","0","0","0","0","-"
"2015","Brian Ferlin","BOS","R","7","0.43333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Nick Cousins","PHI","C","11","1.9166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Klas Dahlbeck","ARI, CHI","D","23","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"2015","Andy Andreoff","L.A","L","18","1.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"2015","Josh Leivo","TOR","L","9","0.88333333333333","0","0","0","0","0","-","0","-","1","1","1","1","0","1","2","1","1","0","0","0","0","0","0","1","0","0","0","-"
"2015","Jean-Gabriel Pageau","OTT","C","50","8.85","0","0","0","0","0","-","0","-","1","1","1","1","0","0","5","1","0","1","0","0","1","0","0","1","0","8","5","61.54"
"2015","Reid Boucher","N.J","C","11","0.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","David Musil","EDM","D","4","0.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Ty Rattie","STL","R","11","6.8166666666667","0","0","0","0","0","0.00","1","0.00","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Rocco Grimaldi","FLA","C","7","2.6333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100.00"
"2015","Alex Khokhlachev","BOS","C","3","2.8333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Xavier Ouellet","DET","D","21","2.7333333333333","0","0","0","0","0","-","0","-","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Scott Harrington","PIT","D","10","4.3","0","0","0","0","0","-","0","-","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"2015","Lucas Lessio","ARI","L","26","7.1833333333333","0","0","0","0","0","-","1","0.00","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Adam Larsson","N.J","D","64","21.066666666667","0","0","0","0","0","-","4","0.00","5","4","0","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","-"
"2015","Sven Baertschi","CGY, VAN","L","18","4.65","0","0","0","0","0","0.00","1","0.00","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Jamie Oleksiak","DAL","D","36","2.1166666666667","0","0","0","0","0","-","1","0.00","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Connor Murphy","ARI","D","73","3.6666666666667","0","0","0","0","0","-","2","0.00","2","2","0","0","0","1","12","3","1","2","0","0","0","0","0","0","0","0","0","-"
"2015","Joe Morrow","BOS","D","15","5.5","0","0","0","0","0","-","0","-","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Phillip Danault","CHI","L","2","2.3666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0.00"
"2015","Nicklas Jensen","VAN","R","5","0.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Jonathan Marchessault","T.B","C","2","1.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"2015","Daniil Tarasov","S.J","R","5","1.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"2015","Barclay Goodrow","S.J","R","60","15.116666666667","0","0","0","0","0","0.00","1","0.00","5","3","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"2015","Bobby Farnham","PIT","R","11","0.96666666666667","0","0","0","0","0","-","1","0.00","1","1","1","0","0","0","12","3","1","2","0","1","0","0","0","0","0","0","0","-"
"2015","Karl Stollery","COL, S.J","D","10","0.98333333333333","0","0","0","0","0","0.00","0","-","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","J.T. Brown","T.B","R","52","3.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","12","3","1","2","0","0","0","0","0","0","0","0","0","-"
"2015","Griffin Reinhart","NYI","D","8","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Henrik Samuelsson","ARI","C","3","6.2166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"2015","Tom Wilson","WSH","R","67","3.4166666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","53","15","9","5","1","2","0","0","0","0","0","0","0","-"
"2015","Slater Koekkoek","T.B","D","3","0.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Shayne Gostisbehere","PHI","D","2","4.3333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","-"
"2015","Jordan Martinook","ARI","L","8","0.36666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Jake McCabe","BUF","D","2","1.0333333333333","0","0","0","0","0","-","1","0.00","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Brett Kulak","CGY","D","1","0.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Cedric Paquette","T.B","C","64","4.9333333333333","0","0","0","0","0","-","1","0.00","1","1","1","1","0","1","15","6","5","1","0","3","0","0","0","0","0","2","0","100.00"
"2015","Josh Anderson","CBJ","R","6","0.13333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Petteri Lindbohm","STL","D","23","0.28333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","5","1","0","1","0","1","0","0","0","0","0","0","0","-"
"2015","Liam O'Brien","WSH","C","13","0.016666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"2015","Jayson Megna","PIT","C","12","0.96666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"2015","Tim Schaller","BUF","C","18","1.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","100.00"
"2015","Conor Allen","NYR","D","4","0.46666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Nate Schmidt","WSH","D","39","0.33333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2015","Eriah Hayes","S.J","R","4","0.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"2015","Chad Ruhwedel","BUF","D","4","0.71666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
